Sector,Sub-Sector,Sub-Group,Scheme Status,Key Client,Project / Programme Name,Project or Programme,No of projects,Project Summary,ONS Region,Asset Ownership,Economically Regulated Asset,Funding Source,Start of Works / Construction (Projected),Date in Service (Projected),Total Capex Cost all funding (£m),Total Capex Cost Publicly Funded (£m),2017/18 (£m),2018/19 (£m),2019/20 (£m),2020/21 (£m), 2021/22 and Beyond (£m),Basis of Costs,Base Year,Data source (including web address),Public Notes, 2017/18 (£m constant), 2018/19 (£m constant), 2019/20 (£m constant), 2020/21 (£m constant), 2021/22 and Beyond (£m constant), 2018/19 to 2020/21 (£m constant), 2018/19 onwards (£m constant), East Midlands 2018/19 to 2020/21 (£m constant), East of England 2018/19 to 2020/21 (£m constant), London 2018/19 to 2020/21 (£m constant), North East 2018/19 to 2020/21 (£m constant), North West 2018/19 to 2020/21 (£m constant), South East 2018/19 to 2020/21 (£m constant), South West 2018/19 to 2020/21 (£m constant), West Midlands 2018/19 to 2020/21 (£m constant), Yorkshire and the Humber 2018/19 to 2020/21 (£m constant)
Transport,Rail,Network Rail,Scoping,Network Rail,"Future Enhancement, Accessibility, Freight and Development",Programme,Multiple,"Future Enhancement, Accessibility, Freight and Development",England and Wales,Central Government,Yes,Central Government,2019,2023," 10,400.17 "," 10,400.17 ", -   , -   ," 2,584.00 "," 1,900.00 "," 5,916.00 ",Nominal,,,"We’re taking a different approach to 2019 to 2024, following the recommendations of the Bowe Review. While we’re allowing for some money to deliver schemes early on, we’ll also be considering providing additional funding for new enhancements during the period, once we have assured ourselves they will properly reflect the needs of rail users and provide good value to taxpayers. 
The precise level of funding for future enhancements will be confirmed as part of the Periodic Review process.", -   , -   ," 2,506.02 "," 1,812.56 "," 5,507.72 "," 4,318.58 "," 9,826.31 ", 296.86 , 322.56 , 449.09 , 95.11 , 568.82 , 966.94 , 397.81 , 210.32 , 265.16 
Transport,Rail,Network Rail,Scoping,Network Rail,Gatwick Airport Station Development,Project,1,"Gatwick Airport Station Development will provide improvements to the station environment which will offer a much improved passenger experience by relieving overcrowding, improving vertical circulation, horizontal flows and providing a more integrated concourse which offers intuitive connection with airport terminals and/or onward travel.",South East,Central Government,Yes,Central Government,2016,2020, 13.00 , 13.00 , 5.00 , 1.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 5.00 , 0.99 , -   , -   , -   , 0.99 , 0.99 , -   , -   , -   , -   , -   , 0.99 , -   , -   , -   
Transport,Rail,Network Rail,Scoping,Network Rail,National Stations Improvement Programme,Programme,Multiple,"Achieve a noticeable improvement to the passenger perception of stations by focusing on high footfall, low passenger satisfaction stations, with a wider aim to develop a more effective, coordinated approach for the planning and delivery of activities at stations by all stakeholders.",UK,Central Government,Yes,Central Government,2014,2019, 98.00 , 98.00 , 17.00 , 30.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 17.00 , 29.55 , -   , -   , -   , 29.55 , 29.55 , 1.41 , 1.78 , 4.15 , 0.65 , 4.39 , 7.47 , 2.32 , 1.39 , 1.18 
Transport,Rail,Network Rail,Scoping,Network Rail,Renewals Programme,Programme,Multiple,CP6 renewals,UK,Central Government,Yes,Central Government,2019,2021," 16,543.00 "," 16,543.00 ", -   , -   ," 2,833.00 "," 3,468.00 "," 10,242.00 ",Nominal,,, Profiles are in line with latest NR forecast for OBR and are subject to change and refinement, -   , -   ," 2,747.51 "," 3,308.40 "," 9,770.66 "," 6,055.91 "," 15,826.57 ", 432.22 , 457.53 , 610.81 , 133.50 , 832.10 ," 1,341.54 ", 550.80 , 293.65 , 391.50 
Transport,Rail,Network Rail,Scoping,Network Rail,Western Rail Link to Heathrow,Project,1,"Develop options to provide a westerly rail route to achieve optimum journey times between Reading and London Heathrow Airport, calling at Slough and Maidenhead or Twyford, at a maximum frequency of 4 trains per hour.",South East,Central Government,Yes,Central Government,2017,TBC, 31.00 , 31.00 , 8.00 , 11.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 8.00 , 10.84 , -   , -   , -   , 10.84 , 10.84 , -   , -   , -   , -   , -   , 10.84 , -   , -   , -   
Transport,Rail,Network Rail ,Active Programme,Network Rail,Thameslink Programme ,Programme,3,"A programme to radically increase capacity on one of Europe's busiest stretches of railway, the Thameslink route. The programme includes the rebuilding of London Bridge, London Blackfriars and Farringdon stations, two new depots, introduction of 1,140 new train carriages and service changes to provide 24 trains per hour through the Blackfriars to St Pancras core route.",London,Central Government,Yes,Central Government,2005,2018," 9,915.00 "," 5,000.00 ", 395.00 , 283.00 , 102.00 , 5.00 , -   ,Nominal,,"Thameslink programme website, CP5 Final determination, Network Rail, CP5 Enhancement Plan March 2014, Hendy Review 2015.","The total programme cost is a circa £7.2bn project (the revised budget includes the £450k increase due to Network Rail’s dependencies) of which includes Network Rail's Infrastructure costs at circa £5bn, Rolling Stock/Depots costs at circa £2bn.", 395.00 , 278.77 , 98.92 , 4.77 , -   , 382.46 , 382.46 , -   , -   , 382.46 , -   , -   , -   , -   , -   , -   
Transport,Rail,Network Rail - Other,Active Programme,DfT,Intercity Express Programme - Infrastructure,Programme,Multiple,"The Intercity Express Programme comprises a package of enhancements on the East Coast and Great Western mainline routes to enable deployment of a new fleet of intercity trains from 2017. The enhancements include the provision of lineside equipment, traction power upgrades, new and refurbished train-care depots, structures, gauge, track and platform works. The programme will deliver 866 new train carriages and transform the passengers' experience on two major intercity routes.
",UK,Central Government,Yes,Central Government,2015,2032," 6,180.00 ", 480.00 , 96.00 , 96.00 , 96.00 , 96.00 ," 5,604.00 ",Constant,2012/13,"CP5 Final determination, Network Rail, CP5 Enhancement Plan March 2014. http://www.rail-reg.gov.uk/pr13/publications/final-determination.php","Of the £6180 total, £5.7bn covers the cost of all rolling stock and £480m covers the IEP infrastructure enhancement works across Great Western and East Coast. First train arrived from Japan Mar 2015; testing started 2016 and now complete;  first train into service October  2017; all trains in service February 2020. The IEP spend profile represents the ongoing payment for rolling stock as part of a PFI beyond 2032.
", 103.78 , 103.78 , 103.78 , 103.78 ," 6,058.16 ", 311.34 ," 6,369.50 ", 19.56 , 21.85 , 35.76 , 6.86 , 43.50 , 72.39 , 27.12 , 14.96 , 17.33 
Transport,Rail ,Budget 2018,Scoping,DfT,Northern Powerhouse Rail: development funding,Project,1,Northern Powerhouse Rail (NPR) is a major strategic rail programme designed to transform connectivity between the key economic centres of the North. ,England,Central Government,No,Central Government,TBC,TBC, 40.00 , 40.00 , -   , -   , -   , -   , -   ,Nominal ,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE - Renewals,Active Programme,Highways England,Renewals Programme,Programme,Multiple,Routine maintenance of the network and reactive works when requested. ,UK,Central Government,No,Central Government,TBC,TBC," 4,239.19 "," 4,239.19 ", 759.40 , 731.90 , 774.86 , 722.15 , -   ,Nominal,,,, 759.40 , 720.96 , 751.48 , 688.92 , -   ," 2,161.35 "," 2,161.35 ", 216.14 , 302.59 , 43.23 , 86.45 , 302.59 , 497.11 , 237.75 , 259.36 , 216.14 
Transport,Roads,HE Majors ,Active Programme,Highways England,Schemes Developed for Roads Period 2,Programme,15,Various. This covers 15 schemes with only the Lower Thames Crossing having a separate line.,UK,Central Government,No,Central Government,TBC,TBC, 283.75 , 283.75 , 60.91 , 72.65 , 80.55 , -   , -   ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 60.91 , 71.56 , 78.12 , -   , -   , 149.68 , 149.68 , 14.97 , 20.95 , 2.99 , 5.99 , 20.95 , 34.43 , 16.46 , 17.96 , 14.97 
Transport,Roads,HE Majors ,Scoping,Highways England,Strategic Studies,Programme,4,Upgrading the network which will ease congestion on our major roads. This programme will address the biggest challenges facing the road network.,UK,Central Government,No,Central Government,TBC,TBC, 46.30 , 46.30 , 15.80 , 30.50 , -   , -   , -   ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 15.80 , 30.04 , -   , -   , -   , 30.04 , 30.04 , 3.00 , 4.21 , 0.60 , 1.20 , 4.21 , 6.91 , 3.30 , 3.61 , 3.00 
Transport,Roads,HE Majors - CIP,In Construction,Highways England,A14 Cambridge to Huntingdon,Project,1,"A major upgrade to the A14 between the A1 and north Cambridge, widening the road to three lanes, providing a new bypass around Huntingdon, creating distributor roads for local traffic and remodelling key junctions along the route. This scheme supports a number of local
developments, and a series of developer contributions have been agreed Ð provided these contributions stand, the scheme is fully committed. ",East of England,Central Government,No,Central Government,Oct 16,2020/21," 1,492.28 "," 1,492.28 ", 411.50 , 403.17 , 323.00 , 187.82 , -   ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 411.50 , 397.14 , 313.25 , 179.17 , -   , 889.57 , 889.57 , -   , 889.57 , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - CIP,Planning and Consents,Highways England,Lower Thames Crossing,Project,1,"Scheme developed for next Road Period: the Government continues to consult on the different route options for a new Lower Thames Crossing. A decision on a preferred option will be reached during this Road Period, and design work is likely to begin.",South East,Central Government,No,Central Government,TBC,TBC, 3500 - 4400, 3500 - 4400, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - CIP,Planning and Consents,Highways England,A303 Amesbury to Berwick Down,Project,1,Construction of a twin-bored tunnel at least 1.8 miles long as the road  passes Stonehenge and a bypass for Winterbourne Stoke to link the existing dual carriageway section around Amesbury with the dual carriageway at Berwick Down,South West,Central Government,No,Central Government,2021/22,TBC, 1250 - 1350, 1250 - 1350, -   , -   , -   , -   , -   ,Nominal,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - OPS,Active Programme,Highways England,Congestion Relief Schemes agreed in Autumn Statement 2016,Programme,Multiple,Funding to tackle highest priority road user delays,UK,Central Government,No,Central Government,TBC,TBC, 206.00 , 206.00 , 95.00 , 66.00 , 45.00 , -   , -   ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 95.00 , 65.01 , 43.64 , -   , -   , 108.66 , 108.66 , 10.87 , 15.21 , 2.17 , 4.35 , 15.21 , 24.99 , 11.95 , 13.04 , 10.87 
Transport,Roads,HE Majors - OPS,Active Programme,Highways England,Operations Directorate (OPS),Programme,5,The programme is to revolutionise our strategic road to create modern SRN that supports a modern Britain.,UK,Central Government,No,Central Government,Various,Various, 72.55 , 72.55 , 5.57 , 1.19 , 9.07 , 39.39 , 8.53 ,Nominal,,,, 5.57 , 1.18 , 8.79 , 37.57 , 7.99 , 47.54 , 55.54 , 4.75 , 6.66 , 0.95 , 1.90 , 6.66 , 10.94 , 5.23 , 5.71 , 4.75 
Transport,Roads,HE Majors - OPS,In Construction,Highways England,A50 Uttoxeter,Project,1,Replacement of two roundabouts on the A50 in Staffordshire with grade-separated junctions. ,West Midlands,Central Government,No,Central Government,Dec 15,2018/19, 43.20 , 43.20 , 10.92 , -   , -   , -   , -   ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 10.92 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - OPS,In Construction,Highways England,"M5 Junctions 5, 6 & 7 junction upgrades",Project,1," Significant expansion of junction 6 near Worcester, with improvements to approach roads, plus additional measures to improve capacity on junctions 5 and 7. ",West Midlands,Central Government,No,Central Government,Jul 15,2018/19, 12.16 , 12.16 , -   , -   , -   , -   , -   ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - RIP,Active Programme,Highways England,Regional Investment Programme (RIP),Programme,65,"RIP programme is responsible for delivering schemes that will enable economic growth, improve the effectiveness of the strategic road network and how it links to England's local infrastructure. ",England,Central Government,No,Central Government,Various,Various," 3,795.93 "," 3,795.93 ", 182.32 , 509.71 ," 1,718.42 ", -   , -   ,Nominal,,,, 182.32 , 502.09 ," 1,666.56 ", -   , -   ," 2,168.65 "," 2,168.65 ", 216.87 , 303.61 , 43.37 , 86.75 , 303.61 , 498.79 , 238.55 , 260.24 , 216.87 
Transport,Roads,HE Majors - RIP,In Construction,Highways England,A52 Nottingham Junctions,Project,1,"A two-phase package of measures to improve the junctions along the length of the A52 in Nottingham, including signalisation and junction reconstruction.",East Midlands,Central Government,No,Central Government/Private,Jan 17,2023/24, 47.50 , TBC, 2.53 , 4.55 , 7.45 , 21.09 , 11.40 ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 2.53 , 4.48 , 7.22 , 20.12 , 10.88 , 31.83 , 42.71 , 31.83 , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - RIP,In Construction,Highways England,A19/A1058 Coast Road,Project,1,"replacement of the junction between the A19 and the A1058, allowing free-flowing movement for traffic along both the A19 and A1058. This provides uninterrupted access to the northern end of the recently-widened Tyne Tunnel. Together with the A19 Testos, this scheme raises the A19 to expressway standard from Yorkshire to north Newcastle.",North East,Central Government,No,Central Government,Jun 16,2018/19, 101.61 , 101.61 , 36.95 , 1.39 , -   , -   , -   ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 36.95 , 1.37 , -   , -   , -   , 1.37 , 1.37 , -   , -   , -   , 1.37 , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - RIP,In Construction,Highways England,M20 Junction 10a,Project,1,"A New junction near Ashford in Kent, in order to support a major new development to the south east of the town. ",South East,Central Government,No,Central Government,Mar 18,2018/19, 75.33 , 75.33 , 37.23 , 30.54 , -   , -   , -   ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 37.23 , 30.08 , -   , -   , -   , 30.08 , 30.08 , -   , -   , -   , -   , -   , 30.08 , -   , -   , -   
Transport,Roads,HE Majors - RIP,In Construction,Highways England,M49 Avonmouth,Project,1,Creation of a new junction on the M49 to support development at Avonmouth.,South West,Central Government,No,Central Government,Dec 17,2020/21, 46.80 , 46.80 , 10.36 , 34.04 , -   , -   , -   ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 10.36 , 33.53 , -   , -   , -   , 33.53 , 33.53 , -   , -   , -   , -   , -   , -   , 33.53 , -   , -   
Transport,Roads,HE Majors - RIP,In Progress,Highways England,M60 Junction 8 to M62 Junction 20: Smart Motorway,Project,1,"Installation of Smart Motorway technology on the M60 between junction 8 and junction 18, plus the introduction of Smart Motorway with all-lane running between M62 junction 18 and junction 20.  ",North West,Central Government,No,Central Government,Jul 14,2018/19, 199.13 , 199.13 , 14.36 , -   , -   , -   , -   ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,"Construction complete, investment profile represents balance of investment remaining to be incurred. ", 14.36 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - RIP,In Progress,Highways England,A1 Leeming to Barton,Project,1,Upgrading the A1 between Leeming and Barton to three-lane motorway standard; connecting together the two sections of the A1(M) in the north of England and completing the motorway link from the Teesside and Tye and Wear to the rest of England. ,Yorkshire and the Humber,Central Government,No,Central Government,Mar 14,2018/19, 366.10 , 366.10 , 29.40 , 0.28 , 0.24 , -   , -   ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,"Construction complete, investment profile represents balance of investment remaining to be incurred. ", 29.40 , 0.27 , 0.23 , -   , -   , 0.50 , 0.50 , -   , -   , -   , -   , -   , -   , -   , -   , 0.50 
